IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement
0.5001345699594149,-0.639521413506471,-0.8519194012496647,0.853920979460217,0,0.9585925959574203,0.8405497205693585,0.8663810942440843,0
-0.16421357429739947,-1.3925717247092981,-1.4709386080051234,0.853920979460217,0,0.6421314041983431,0.8405497205693585,-1.464793651468506,0
0.6330041988107776,-1.503111219931731,-1.1580278001946718,1.2019487669806836,0,-0.6237133628379651,-1.5726436368194976,-0.8819999650403585,0
1.4966567863446363,-1.4271153169663084,-1.2124470711182287,0.15786540441928362,1,-1.2566357463561193,0.15106590417254245,-0.8819999650403585,0
-0.2306483887230809,0.25861198517579925,0.1072202487780242,0.5058931919397502,0,0.9585925959574203,1.5300335369661746,-0.2992062786122109,0
-0.2306483887230809,-1.572198404445752,-1.5049506523323464,0.5058931919397502,0,0.009209020680189042,0.8405497205693585,-1.464793651468506,0
1.5630916007703177,-0.5911603843466567,-0.6478471352863268,-0.19016238310118308,0,0.6421314041983431,0.8405497205693585,-0.2992062786122109,1
0.7658738276621405,0.8527617719963777,0.8350779973805962,0.5058931919397502,0,-0.6237133628379651,-1.5726436368194976,-0.2992062786122109,1
-0.49638764642580663,-0.7362434718261004,-0.8179073569224418,1.2019487669806836,0,0.6421314041983431,0.8405497205693585,1.449174780672232,0
0.5665693843850963,0.8873053642533886,0.7262394555334825,-0.5381901706216498,0,0.009209020680189042,1.1852916287677664,-0.8819999650403585,0
-0.4299528320001252,0.82512689819077,0.930311721496821,-1.234245745662583,1,0.009209020680189042,0.15106590417254245,-1.464793651468506,0
-0.4299528320001252,-0.9020527146597499,-0.6954639973444392,0.853920979460217,0,0.009209020680189042,0.49580781237095045,0.8663810942440843,0
0.2343953122566891,0.7629484321281513,1.005138219016711,0.5058931919397502,1,0.9585925959574203,0.15106590417254245,-0.8819999650403585,0
-1.8915187493651167,0.832035616642172,0.5901912782245908,0.15786540441928362,0,-1.5730969381151962,-0.19367600402586557,-0.2992062786122109,0
-1.6922143060880723,-0.37699011235319196,-0.15127128810887117,0.5058931919397502,0,-1.5730969381151962,-1.5726436368194976,-0.2992062786122109,0
-0.562822460851488,-1.0264096467849877,-1.1784350267910058,-0.8862179581421165,0,-0.307252171078888,-1.2279017286210896,0.2835874078159367,0
-1.0278661618312581,0.05135043163373702,0.005184115796354946,0.15786540441928362,0,-1.5730969381151962,1.5300335369661746,-1.464793651468506,0
0.3008301266823705,1.4330941219141522,1.6853791055611713,1.5499765545011503,1,1.2750537877164974,-1.2279017286210896,0.8663810942440843,0
-0.8949965329798952,0.458964820266459,0.4201310565884758,0.5058931919397502,0,0.9585925959574203,1.1852916287677664,0.8663810942440843,1
-1.4264750483853466,-1.1576752973616269,-1.3416928395616765,0.5058931919397502,1,-0.6237133628379651,0.15106590417254245,-0.2992062786122109,0
1.4302219719189548,0.6040479077459032,0.36571178566491896,-0.19016238310118308,1,-1.2566357463561193,-0.8831598204226816,0.2835874078159367,1
-0.2306483887230809,-0.27335933558216113,-0.2873194654177627,-0.8862179581421165,1,-0.9401745545970421,-0.8831598204226816,0.2835874078159367,0
0.10152568340532625,0.29315557743280957,0.46774791864658827,-1.234245745662583,1,0.9585925959574203,1.5300335369661746,-1.464793651468506,0
-1.4264750483853466,0.7836745874823572,1.113976760863825,0.5058931919397502,1,1.5915149794755743,1.5300335369661746,-0.2992062786122109,1
-0.562822460851488,0.023715557828128682,0.2228611994905824,-0.5381901706216498,1,0.6421314041983431,-1.2279017286210896,-0.2992062786122109,0
0.10152568340532625,1.0600233255384406,1.3044442090962733,-1.234245745662583,0,-0.9401745545970421,0.49580781237095045,-0.2992062786122109,0
-1.160735790682621,0.7422222767739444,0.9031020860350419,0.853920979460217,0,0.6421314041983431,-1.5726436368194976,-1.464793651468506,0
0.36726494110805197,0.3760601988496346,0.6446105491481477,-1.234245745662583,0,-0.6237133628379651,-1.5726436368194976,0.8663810942440843,0
-0.6292572752771695,-1.23367120032705,-1.498148243466902,0.15786540441928362,1,0.009209020680189042,1.5300335369661746,-0.8819999650403585,0
-0.29708320314876235,1.136019228503863,1.413282750943387,-0.5381901706216498,1,-0.6237133628379651,-0.8831598204226816,0.2835874078159367,0
-0.6292572752771695,1.481455151073967,1.3928755243470536,1.2019487669806836,1,1.5915149794755743,-1.5726436368194976,0.8663810942440843,0
1.8288308584730435,-1.2820322294868647,-0.9743627608276679,-0.19016238310118308,0,-0.307252171078888,-0.8831598204226816,-0.8819999650403585,0
-0.031343945446036615,-0.06609778204009828,-0.34854114520676466,-0.5381901706216498,0,1.2750537877164974,1.1852916287677664,0.8663810942440843,0
-1.0278661618312581,-0.8606004039513376,-0.6954639973444392,0.853920979460217,0,0.9585925959574203,0.49580781237095045,0.8663810942440843,0
0.832308642087822,0.8527617719963777,1.005138219016711,-0.8862179581421165,1,-1.2566357463561193,1.1852916287677664,0.8663810942440843,1
-1.2271706051083024,0.7422222767739444,1.073162307671157,1.2019487669806836,1,0.9585925959574203,0.49580781237095045,0.8663810942440843,0
0.2343953122566891,-1.2682147925840601,-1.0627940760784476,0.853920979460217,1,-0.9401745545970421,1.1852916287677664,-0.2992062786122109,0
-1.957953563790798,1.2811023159833073,1.1820008495182706,0.853920979460217,0,-0.307252171078888,-0.8831598204226816,0.8663810942440843,0
-1.293605419533984,-1.1300404235560184,-1.0695964849438921,1.5499765545011503,1,0.32567021243926614,0.49580781237095045,-0.8819999650403585,0
0.16796049783100767,1.0047535779272239,0.9031020860350419,-0.19016238310118308,0,-1.2566357463561193,0.15106590417254245,-0.8819999650403585,0
0.7658738276621405,-0.17663727726253164,-0.37575078066854245,-1.5822735331830498,0,-0.6237133628379651,-1.2279017286210896,0.2835874078159367,0
0.16796049783100767,-0.6187952581522651,-0.7770929037297745,1.5499765545011503,0,-1.5730969381151962,0.15106590417254245,1.449174780672232,0
-0.09777875987171805,-1.2060363265214415,-1.3757048838888992,1.2019487669806836,0,1.5915149794755743,-0.8831598204226816,-1.464793651468506,0
-0.29708320314876235,-1.1714927342644312,-1.1172133470020045,-1.234245745662583,1,-0.9401745545970421,-1.2279017286210896,-0.8819999650403585,0
